Title,PubDate,Author,,,,,,,,,,,,,,,,,,,,,
The hidden hand,1920,Southworth Emma Dorothy Eliza Nevitte,,,,,,,,,,,,,,,,,,,,,
Capitola the Madcap,1920,Southworth Emma Dorothy Eliza Nevitte,,,,,,,,,,,,,,,,,,,,,
Days off: and other digressions,1920,Van Dyke Henry,,,,,,,,,,,,,,,,,,,,,
Fairfax and his pride,1920,Van Vorst Marie,,,,,,,,,,,,,,,,,,,,,
Mary Wollaston,1920,Webster Henry Kitchell,,,,,,,,,,,,,,,,,,,,,
In the onyx lobby,1920,Wells Carolyn,,,,,,,,,,,,,,,,,,,,,
The age of innocence,1920,Wharton Edith,,,,,,,,,,,,,,,,,,,,,
The seventh man,1921,Faust Frederick Schiller,,,,,,,,,,,,,,,,,,,,,
Seeing things at night,1921,Broun Heywood,,,,,,,,,,,,,,,,,,,,,
John Wesley: Jr.,1921,Brummitt Dan B.,,,,,,,,,,,,,,,,,,,,,
The roof tree,1921,Buck Charles Neville,,,,,,,,,,,,,,,,,,,,,
Tarzan the terrible,1921,Burroughs Edgar Rice,,,,,,,,,,,,,,,,,,,,,
Messer Marco Polo,1921,Byrne Donn,,,,,,,,,,,,,,,,,,,,,
Figures of earth,1921,Cabell James Branch,,,,,,,,,,,,,,,,,,,,,
The line of love,1921,Cabell James Branch,,,,,,,,,,,,,,,,,,,,,
Nan Sherwood at Palm Beach: or: Strange adventures among the orange groves,1921,Carr Annie Roe,,,,,,,,,,,,,,,,,,,,,
One third off,1921,Cobb Irvin S.,,,,,,,,,,,,,,,,,,,,,
Men: women and boats,1921,Crane Stephen,,,,,,,,,,,,,,,,,,,,,
The golden snare,1921,Curwood James Oliver,,,,,,,,,,,,,,,,,,,,,
When Egypt went broke,1921,Day Holman,,,,,,,,,,,,,,,,,,,,,
The man in gray,1921,Dixon Thomas,,,,,,,,,,,,,,,,,,,,,
The yellow horde,1921,Evarts Hal G.,,,,,,,,,,,,,,,,,,,,,
The blood of the conquerors,1921,Fergusson Harvey,,,,,,,,,,,,,,,,,,,,,
The brimming cup,1921,Fisher Dorothy Canfield,,,,,,,,,,,,,,,,,,,,,
Miss Lulu Bett,1921,Gale Zona,,,,,,,,,,,,,,,,,,,,,
A daughter of the middle border,1921,Garland Hamlin,,,,,,,,,,,,,,,,,,,,,
The vagrant duke,1921,Gibbs George,,,,,,,,,,,,,,,,,,,,,
To the last man,1921,Grey Zane,,,,,,,,,,,,,,,,,,,,,
Call of the canyon,1921,Grey Zane,,,,,,,,,,,,,,,,,,,,,
Erik Dorn,1921,Hecht Ben,,,,,,,,,,,,,,,,,,,,,
Their Mariposa legend,1921,Herr Charlotte Bronte,,,,,,,,,,,,,,,,,,,,,
Joanna Godden,1921,Kaye-Smith Sheila,,,,,,,,,,,,,,,,,,,,,
Scattergood Baines,1921,Kelland Clarence Budington,,,,,,,,,,,,,,,,,,,,,
The pride of Palomar,1921,Kyne Peter B.,,,,,,,,,,,,,,,,,,,,,
The pagan madonna,1921,MacGrath Harold,,,,,,,,,,,,,,,,,,,,,
The strength of the pines,1921,Marshall Edison,,,,,,,,,,,,,,,,,,,,,
The snowshoe trail,1921,Marshall Edison,,,,,,,,,,,,,,,,,,,,,
An ocean tramp,1921,McFee William,,,,,,,,,,,,,,,,,,,,,
The education of Eric Lane,1921,McKenna Stephen,,,,,,,,,,,,,,,,,,,,,
Manslaughter,1921,Miller Alice Duer,,,,,,,,,,,,,,,,,,,,,
Pipefuls,1921,Morley Christopher,,,,,,,,,,,,,,,,,,,,,
The enchanted canyon,1921,McCue Nora Bryant,,,,,,,,,,,,,,,,,,,,,
Autumn,1921,Nathan Robert,,,,,,,,,,,,,,,,,,,,,
The beloved woman,1921,Norris Kathleen Thompson,,,,,,,,,,,,,,,,,,,,,
More Tish,1921,Rinehart Mary Roberts,,,,,,,,,,,,,,,,,,,,,
Drag Harlan,1921,Seltzer Charles Alden,,,,,,,,,,,,,,,,,,,,,
Laramie holds the range,1921,Spearman Frank H.,,,,,,,,,,,,,,,,,,,,,
Alice Adams,1921,Tarkington Booth,,,,,,,,,,,,,,,,,,,,,
Harlequin and Columbine,1921,Tarkington Booth,,,,,,,,,,,,,,,,,,,,,
Ptomaine Street,1921,Wells Carolyn,,,,,,,,,,,,,,,,,,,,,
Andivius Hedulio,1921,White Edward Lucas,,,,,,,,,,,,,,,,,,,,,
Lady Luck,1921,Wiley Hugh,,,,,,,,,,,,,,,,,,,,,
The wrong twin,1921,Wilson Harry Leon,,,,,,,,,,,,,,,,,,,,,
Helen of the old house,1921,Wright Harold Bell,,,,,,,,,,,,,,,,,,,,,
In the days of Poor Richard,1922,Bacheller Irving,,,,,,,,,,,,,,,,,,,,,
The boy ranchers among the Indians,1922,Baker Willard F,,,,,,,,,,,,,,,,,,,,,
When the West was young,1922,Bechdolt Frederick R.,,,,,,,,,,,,,,,,,,,,,
The ladies!,1922,Beck Lily Adams,,,,,,,,,,,,,,,,,,,,,
The idol of Paris,1922,Bernhardt Sarah,,,,,,,,,,,,,,,,,,,,,
The velveteen rabbit,1922,Bianco Margery Williams,,,,,,,,,,,,,,,,,,,,,
Old Crow,1922,Brown Alice,,,,,,,,,,,,,,,,,,,,,
Whitefoot: the wood mouse,1922,Burgess Thornton W.,,,,,,,,,,,,,,,,,,,,,
Robin,1922,Burnett Frances Hodgson,,,,,,,,,,,,,,,,,,,,,
The head of the house of Coombe,1922,Burnett Frances Hodgson,,,,,,,,,,,,,,,,,,,,,
The chessmen of Mars,1922,Burroughs Edgar Rice,,,,,,,,,,,,,,,,,,,,,
The wind bloweth,1922,Byrne Donn,,,,,,,,,,,,,,,,,,,,,
One of ours,1922,Cather Willa,,,,,,,,,,,,,,,,,,,,,
Midnight,1922,Cohen Octavus Roy,,,,,,,,,,,,,,,,,,,,,
The enormous room,1922,Cummings E. E.,,,,,,,,,,,,,,,,,,,,,
The country beyond,1922,Curwood James Oliver,,,,,,,,,,,,,,,,,,,,,
Gigolo,1922,Ferber Edna,,,,,,,,,,,,,,,,,,,,,
The beautiful and damned,1922,Fitzgerald F. Scott,,,,,,,,,,,,,,,,,,,,,
One man in his time,1922,Glasgow Ellen Anderson Gholson,,,,,,,,,,,,,,,,,,,,,
Man and maid,1922,Glyn Elinor,,,,,,,,,,,,,,,,,,,,,
The everlasting whisper,1922,Gregory Jackson,,,,,,,,,,,,,,,,,,,,,
The bright shawl,1922,Hergesheimer Joseph,,,,,,,,,,,,,,,,,,,,,
Cytherea,1922,Hergesheimer Joseph,,,,,,,,,,,,,,,,,,,,,
The city of fire,1922,Hill Grace Livingston,,,,,,,,,,,,,,,,,,,,,
The young Alaskans on the Missouri,1922,Hough Emerson,,,,,,,,,,,,,,,,,,,,,
The vertical city,1922,Hurst Fannie,,,,,,,,,,,,,,,,,,,,,
Skippy Bedelle,1922,Johnson Owen,,,,,,,,,,,,,,,,,,,,,
The dust flower,1922,King Basil,,,,,,,,,,,,,,,,,,,,,
Cappy Ricks retires,1922,Kyne Peter B.,,,,,,,,,,,,,,,,,,,,,
Rosemary,1922,Lawrence Josephine,,,,,,,,,,,,,,,,,,,,,
The trail of conflict,1922,Loring Emilie Baker,,,,,,,,,,,,,,,,,,,,,
The unspeakable gentleman,1922,Marquand John P.,,,,,,,,,,,,,,,,,,,,,
The whelps of the wolf,1922,Marsh George,,,,,,,,,,,,,,,,,,,,,
Children of the market place,1922,Masters Edgar Lee,,,,,,,,,,,,,,,,,,,,,
Viola Gwyn,1922,McCutcheon George Barr,,,,,,,,,,,,,,,,,,,,,
Yollop,1922,McCutcheon George Barr,,,,,,,,,,,,,,,,,,,,,
Where the blue begins,1922,Morley Christopher,,,,,,,,,,,,,,,,,,,,,
Judith of the godless valley,1922,McCue Nora Bryant,,,,,,,,,,,,,,,,,,,,,
The breaking point,1922,Rinehart Mary Roberts,,,,,,,,,,,,,,,,,,,,,
Square deal Sanderson,1922,Seltzer Charles Alden,,,,,,,,,,,,,,,,,,,,,
They call me Carpenter,1922,Sinclair Upton,,,,,,,,,,,,,,,,,,,,,
Port o' gold,1922,Stellman Louis J.,,,,,,,,,,,,,,,,,,,,,
Birthright,1922,Stribling T. S.,,,,,,,,,,,,,,,,,,,,,
The prairie child,1922,Stringer Arthur,,,,,,,,,,,,,,,,,,,,,
Gentle Julia,1922,Tarkington Booth,,,,,,,,,,,,,,,,,,,,,
In the arena,1922,Tarkington Booth,,,,,,,,,,,,,,,,,,,,,
Further adventures of Lad,1922,Terhune Albert Payson,,,,,,,,,,,,,,,,,,,,,
The confessions of Artemas Quibble,1922,Train Arthur,,,,,,,,,,,,,,,,,,,,,
The glimpses of the moon,1922,Wharton Edith,,,,,,,,,,,,,,,,,,,,,
Where the sun swings north,1922,Willoughby Barrett,,,,,,,,,,,,,,,,,,,,,
Merton of the movies,1922,Wilson Harry Leon,,,,,,,,,,,,,,,,,,,,,
Rise of Silas Lapham,1885,Howells William Dean,,,,,,,,,,,,,,,,,,,,,
A Hazard of New Fortunes,1890,Howells William Dean,,,,,,,,,,,,,,,,,,,,,
Lord Jim,1899,Conrad Joseph,,,,,,,,,,,,,,,,,,,,,
The master-Christian,1900,Corelli Marie,,,,,,,,,,,,,,,,,,,,,
The man from Glengarry,1901,Connor Ralph,,,,,,,,,,,,,,,,,,,,,
The right of way,1901,Parker Gilbert,,,,,,,,,,,,,,,,,,,,,
Typhoon,1902,Conrad Joseph,,,,,,,,,,,,,,,,,,,,,
The hound of the Baskervilles,1902,Doyle Arthur Conan,,,,,,,,,,,,,,,,,,,,,
The adventures of Gerard,1903,Doyle Arthur Conan,,,,,,,,,,,,,,,,,,,,,
The private papers of Henry Ryecroft,1903,Gissing George,,,,,,,,,,,,,,,,,,,,,
The untilled field,1903,Moore George,,,,,,,,,,,,,,,,,,,,,
The prospector,1904,Connor Ralph,,,,,,,,,,,,,,,,,,,,,
Monarch: the big bear of Tallac,1904,Seton Ernest Thompson,,,,,,,,,,,,,,,,,,,,,
Will Warburton,1905,Gissing George,,,,,,,,,,,,,,,,,,,,,
Love's cross-currents,1905,Swinburne Algernon Charles,,,,,,,,,,,,,,,,,,,,,
Beside still waters,1907,Benson Arthur Christopher,,,,,,,,,,,,,,,,,,,,,
The weavers,1907,Parker Gilbert,,,,,,,,,,,,,,,,,,,,,
The tale of Tom Kitten,1907,Potter Beatrix,,,,,,,,,,,,,,,,,,,,,
Beggars,1909,Davies W. H.,,,,,,,,,,,,,,,,,,,,,
Actions and reactions,1909,Kipling Rudyard,,,,,,,,,,,,,,,,,,,,,
Anne of Avonlea,1909,Montgomery L. M.,,,,,,,,,,,,,,,,,,,,,
Clayhanger,1910,Bennett Arnold,,,,,,,,,,,,,,,,,,,,,
The following of the star,1911,Barclay Florence L.,,,,,,,,,,,,,,,,,,,,,
The patrician,1911,Galsworthy John,,,,,,,,,,,,,,,,,,,,,
Sunshine sketches of a little town,1912,Leacock Stephen,,,,,,,,,,,,,,,,,,,,,
The crock of gold,1912,Stephens James,,,,,,,,,,,,,,,,,,,,,
Sons and lovers,1913,Lawrence D. H.,,,,,,,,,,,,,,,,,,,,,
Fortitude,1913,Walpole Hugh,,,,,,,,,,,,,,,,,,,,,
The passionate friends,1913,Wells H. G.,,,,,,,,,,,,,,,,,,,,,
Innocent: her fancy and his fact,1914,Corelli Marie,,,,,,,,,,,,,,,,,,,,,
The pastor's wife,1914,Von Arnim Elizabeth,,,,,,,,,,,,,,,,,,,,,
Beltane the smith,1915,Farnol Jeffery,,,,,,,,,,,,,,,,,,,,,
The rainbow,1915,Lawrence D. H.,,,,,,,,,,,,,,,,,,,,,
Wood and stone,1915,Powys John Cowper,,,,,,,,,,,,,,,,,,,,,
The dark forest,1916,Walpole Hugh,,,,,,,,,,,,,,,,,,,,,
Abington abbey,1917,Marshall Archibald,,,,,,,,,,,,,,,,,,,,,
Nocturne,1917,Swinnerton Frank,,,,,,,,,,,,,,,,,,,,,
The roll-call,1918,Bennett Arnold,,,,,,,,,,,,,,,,,,,,,
Men in war,1918,Latzko Andreas,,,,,,,,,,,,,,,,,,,,,
Bertha Garlan,1918,Schnitzler Arthur,,,,,,,,,,,,,,,,,,,,,
The young visiters: or: Mr. Salteena's plan,1919,Ashford Daisy,,,,,,,,,,,,,,,,,,,,,
Saint's progress,1919,Galsworthy John,,,,,,,,,,,,,,,,,,,,,
The moon and sixpence,1919,Maugham W. Somerset,,,,,,,,,,,,,,,,,,,,,
Hunger,1920,Hamsun Knut,,,,,,,,,,,,,,,,,,,,,
If winter comes,1921,Hutchinson A. S. M.,,,,,,,,,,,,,,,,,,,,,
The grey room,1921,Phillpotts Eden,,,,,,,,,,,,,,,,,,,,,
Scaramouche,1921,Sabatini Rafael,,,,,,,,,,,,,,,,,,,,,
This freedom,1922,Hutchinson A. S. M.,,,,,,,,,,,,,,,,,,,,,
Aaron's rod,1922,Lawrence D. H.,,,,,,,,,,,,,,,,,,,,,
The judge,1922,West Rebecca,,,,,,,,,,,,,,,,,,,,,
"""Pilgrimage Volume 1 (""""Pointed Roofs"""")""",1915,Richardson Dorothy,,,,,,,,,,,,,,,,,,,,,
Black oxen,1923,Atherton Gertrude Franklin Horn,,,,,,,,,,,,,,,,,,,,,
The boy grew older,1923,Broun Heywood,,,,,,,,,,,,,,,,,,,,,
Pellucidar,1923,Burroughs Edgar Rice,,,,,,,,,,,,,,,,,,,,,
The Alaskan,1923,Curwood James Oliver,,,,,,,,,,,,,,,,,,,,,
1492,1923,Johnston Mary,,,,,,,,,,,,,,,,,,,,,
The comings of Cousin Ann,1923,Sampson Emma Speed,,,,,,,,,,,,,,,,,,,,,
Jack Sheppard. A Romance.,1839,"Ainsworth, William Harrison, 1805_1882",,,,,,,,,,,,,,,,,,,,,
Sense and Sensibility. A Novel. In Three Volumes. By a Lady.,1811,"Austen, Jane, 1775_1817",,,,,,,,,,,,,,,,,,,,,
Pride and Prejudice: A Novel.,1813,"Austen, Jane, 1775_1817",,,,,,,,,,,,,,,,,,,,,
Mansfield Park: A Novel. In Three Volumes.,1814,"Austen, Jane, 1775_1817",,,,,,,,,,,,,,,,,,,,,
Emma: A Novel. In Three Volumes.,1816,"Austen, Jane, 1775_1817",,,,,,,,,,,,,,,,,,,,,
"Northanger Abbey: and Persuasion. By the Author of ""Pride and Prejudice"" ... With a Biographical Notice of the Author. In Four Volumes.",1818,"Austen, Jane, 1775_1817",,,,,,,,,,,,,,,,,,,,,
"Persuasion: By the Author of ""Pride and Prejudice;""",1818,"Austen, Jane, 1775_1817",,,,,,,,,,,,,,,,,,,,,
"Lady Susan [in, The Works of Jane Austen; Volume VI; Minor Works]",1794,"Austen, Jane, 1775_1817",,,,,,,,,,,,,,,,,,,,,
"Sanditon [in, The Works of Jane Austen; Volume VI; Minor Works]",1817,"Austen, Jane, 1775_1817",,,,,,,,,,,,,,,,,,,,,
"The Watsons [in, The Works of Jane Austen; Volume VI; Minor Works]",1805,"Austen, Jane, 1775_1817",,,,,,,,,,,,,,,,,,,,,
Man As He Is. A Novel,1792,"Bage, Robert, 1728_1801",,,,,,,,,,,,,,,,,,,,,
"Hermsprong; or, Man As He Is Not",1796,"Bage, Robert, 1728_1801",,,,,,,,,,,,,,,,,,,,,
"The Heroine, Or Adventures Of Cherubina ... Second Edition, with considerable additions and alterations. In Three Volumes.",1814,"Barrett, Eaton Stannard, 1786_1820",,,,,,,,,,,,,,,,,,,,,
"Vathek; Translated from the original French. Third Edition, Revised and Corrected.",1786,"Beckford, William, 1760_1844",,,,,,,,,,,,,,,,,,,,,
Self-Control: A Novel. Second Edition.,1810,"Brunton, Mary, 1778_1818",,,,,,,,,,,,,,,,,,,,,
"Pelham; Or, The Adventures Of A Gentleman",1828,"Lytton, Edward Bulwer Lytton, Baron, 1803_1873",,,,,,,,,,,,,,,,,,,,,
Eugene Aram.,1832,"Lytton, Edward Bulwer Lytton, Baron, 1803_1873",,,,,,,,,,,,,,,,,,,,,
"Camilla: or, A Picture of Youth",1796,"Burney, Fanny, 1752_1840",,,,,,,,,,,,,,,,,,,,,
"The Wanderer; or, Female Difficulties",1814,"Burney, Fanny, 1752_1840",,,,,,,,,,,,,,,,,,,,,
"Zofloya; or, The Moor: A Romance of the Fifteenth Century",1806,"Dacre, Charlotte, b. 1782",,,,,,,,,,,,,,,,,,,,,
Castle Rackrent. An Hibernian Tale.,1800,"Edgeworth, Maria, 1767_1849",,,,,,,,,,,,,,,,,,,,,
"Belinda. By Maria Edgeworth, In Three Volumes.",1801,"Edgeworth, Maria, 1767_1849",,,,,,,,,,,,,,,,,,,,,
"Ennui, or Memoirs of the Earl of Glenthorn [in, Tales of Fashionable Life ... in Three Volumes.]",1809,"Edgeworth, Maria, 1767_1849",,,,,,,,,,,,,,,,,,,,,
"The Absentee [in, Tales of Fashionable Life, By Miss Edgeworth ... in Six Volumes.]",1812,"Edgeworth, Maria, 1767_1849",,,,,,,,,,,,,,,,,,,,,
"Patronage. By Maria Edgeworth, ...",1814,"Edgeworth, Maria, 1767_1849",,,,,,,,,,,,,,,,,,,,,
"Ormond, A Tale.",1817,"Edgeworth, Maria, 1767_1849",,,,,,,,,,,,,,,,,,,,,
"Secresy; Or, The Ruin On The Rock.",1795,"Fenwick, E. (Eliza)",,,,,,,,,,,,,,,,,,,,,
Marriage. A Novel.,1818,"Ferrier, Susan, 1782_1854",,,,,,,,,,,,,,,,,,,,,
"The Ayrshire Legatees; or, The Pringle Family ...",1821,"Galt, John, 1779_1839",,,,,,,,,,,,,,,,,,,,,
Annals Of The Parish; Or The Chronicle of Dalmailing ...,1821,"Galt, John, 1779_1839",,,,,,,,,,,,,,,,,,,,,
The Provost.,1822,"Galt, John, 1779_1839",,,,,,,,,,,,,,,,,,,,,
The Entail: or The Lairds Of Grippy.,1823,"Galt, John, 1779_1839",,,,,,,,,,,,,,,,,,,,,
"Things As They Are; or, The Adventures of Caleb Williams ... In Three Volumes.",1794,"Godwin, William, 1756_1836",,,,,,,,,,,,,,,,,,,,,
St. Leon: A Tale of the Sixteenth Century,1799,"Godwin, William, 1756_1836",,,,,,,,,,,,,,,,,,,,,
"Fleetwood: Or, The New Man Of Feeling.",1805,"Godwin, William, 1756_1836",,,,,,,,,,,,,,,,,,,,,
Memoirs of Emma Courtney. By Mary Hays. In Two Volumes.,1796,"Hays, Mary, 1759/60_1843",,,,,,,,,,,,,,,,,,,,,
Anna St. Ives: A Novel.,1792,"Holcroft, Thomas, 1745_1809",,,,,,,,,,,,,,,,,,,,,
The Adventures of Hugh Trevor,1794,"Holcroft, Thomas, 1745_1809",,,,,,,,,,,,,,,,,,,,,
The Private Memoirs And Confessions Of A Justified Sinner ...,1824,"Hogg, James, 1770_1835",,,,,,,,,,,,,,,,,,,,,
Nature and Art.,1796,"Inchbald, Mrs., 1753_1821",,,,,,,,,,,,,,,,,,,,,
Glenarvon. In Three Volumes.,1816,"Lamb, Caroline, Lady, 1785_1828",,,,,,,,,,,,,,,,,,,,,
The Monk: A Romance,1796,"Lewis, M. G. (Matthew Gregory), 1775_1818",,,,,,,,,,,,,,,,,,,,,
The Coral Island: A Tale of the Pacific Ocean. By Robert Michael Ballantyne ... With Illustrations by the Author,1858,"Ballantyne, R. M. (Robert Michael), 1825_1894",,,,,,,,,,,,,,,,,,,,,
In The Roar Of The Sea. A Tale of the Cornish Coast ... In Three Volumes,1892,"Baring-Gould, Sabine, 1834_1924",,,,,,,,,,,,,,,,,,,,,
The Ladder of Gold. An English Story. By Robert Bell ... In Three Volumes.,1850,"Bell, Robert, 1800_1867",,,,,,,,,,,,,,,,,,,,,
A Daughter of Heth. A Novel. By William Black ... In Three Volumes. Tenth Edition,1871,"Black, William, 1841_1898",,,,,,,,,,,,,,,,,,,,,
Lorna Doone: a Romance of Exmoor. By R. D. Blackmore,1869,"Blackmore, R. D. (Richard Doddridge), 1825_1900",,,,,,,,,,,,,,,,,,,,,
"Lavengro; the Scholar_,1851""","Borrow, George Henry, 1803_1881",,,,,,,,,,,,,,,,,,,,,,
Lady Audley's Secret. By M. E. Braddon ... In Three Volumes,1862,"Braddon, M. E. (Mary Elizabeth), 1837_1915",,,,,,,,,,,,,,,,,,,,,
Peter Simple,1834,"Marryat, Frederick, 1792_1848",,,,,,,,,,,,,,,,,,,,,
"Agnes Grey. A Novel, by Acton Bell",1847,"Bront
1231""",The Tenant of Wildfell Hall. By Acton Bell. In Three Volumes,1848,"Bront
1232""",Jane Eyre. An Autobiography. Edited by Currer Bell. In Three Volumes,1847,"Bront
1233""","Shirley. A Tale. By Currer Bell, Author of ""Jane Eyre."" In Three Volumes",1849,"Bront
1234""","The Professor, A Tale. By Currer Bell, Author of ""Jane Eyre,"" ... In Two Volumes",1857,"Bront
1235""","Villette. By Currer Bell, Author of ""Jane Eyre,"" ... In Three Volumes",1853,"Bront
1236""","Wuthering Heights: A Novel, by Ellis Bell, in Three Volumes",1847,"Bront
1237""",Belinda. A Novel. By Rhoda Broughton ... In Three Volumes,1883,"Broughton, Rhoda, 1840_1920"
The House with the Green Shutters: By George Douglas: Third Impression,1901,"Brown, George Douglas, 1869_1902",,,,,,,,,,,,,,,,,,,,,
The Coming Race,1871,"Lytton, Edward Bulwer Lytton, Baron, 1803_1873",,,,,,,,,,,,,,,,,,,,,
Little Lord Fauntleroy: By Frances Hodgson Burnett [etc.],1886,"Burnett, Frances Hodgson, 1849_1924",,,,,,,,,,,,,,,,,,,,,
"Cecilia, or Memoirs of an Heiress. By the Author of Evelina. In Five Volumes",1782,"Burney, Fanny, 1752_1840",,,,,,,,,,,,,,,,,,,,,
The Way of All Flesh; By Samuel Butler [etc.],1903,"Butler, Samuel, 1835_1902",,,,,,,,,,,,,,,,,,,,,
Erewhon: or Over the Range,1872,"Butler, Samuel, 1835_1902",,,,,,,,,,,,,,,,,,,,,
Alice's Adventures in Wonderland. By Lewis Carroll. With Forty-two Illustrations by John Tenniel,1866,"Carroll, Lewis, 1832_1898",,,,,,,,,,,,,,,,,,,,,
"Through the Looking-Glass, and What Alice Found There. By Lewis Carroll ... With Fifty Illustrations by John Tenniel",1872,"Carroll, Lewis, 1832_1898",,,,,,,,,,,,,,,,,,,,,
Melmoth The Wanderer: A Tale.,1820,"Maturin, Charles Robert, 1780_1824",,,,,,,,,,,,,,,,,,,,,
"Chronicles Of The Sch,1864""","Charles, Elizabeth Rundle, 1828_1896",,,,,,,,,,,,,,,,,,,,,,
The Battle Of Dorking: Reminiscences of a Volunteer: From Blackwood's Magazine May 1871,1871,"Chesney, George Tomkyns, 1830_1895",,,,,,,,,,,,,,,,,,,,,
The King with Two Faces: By M. E. Coleridge [etc.],1897,"Coleridge, Mary E. (Mary Elizabeth), 1861_1907",,,,,,,,,,,,,,,,,,,,,
The Moonstone. A Romance. By Wilkie Collins ... In Three Volumes,1868,"Collins, Wilkie, 1824_1889",,,,,,,,,,,,,,,,,,,,,
No Name. By Wilkie Collins ... In Three Volumes,1862,"Collins, Wilkie, 1824_1889",,,,,,,,,,,,,,,,,,,,,
Armadale. By Wilkie Collins. With Twenty Illustrations by George H. Thomas. In Two Volumes. Third Edition,1866,"Collins, Wilkie, 1824_1889",,,,,,,,,,,,,,,,,,,,,
Man and Wife. A Novel. By Wilkie Collins. In Three Volumes,1870,"Collins, Wilkie, 1824_1889",,,,,,,,,,,,,,,,,,,,,
The Woman in White. By Wilkie Collins ... In Three Volumes. New Edition,1859,"Collins, Wilkie, 1824-1889",,,,,,,,,,,,,,,,,,,,,
A Christmas Carol. In Prose. Being a Ghost Story of Christmas. By Charles Dickens: With Illustrations by John Leech,1843,"Dickens, Charles, 1812_1870",,,,,,,,,,,,,,,,,,,,,
A Tale of Two Cities. By Charles Dickens. With Illustrations by H. K. Browne,1859,"Dickens, Charles, 1812_1870",,,,,,,,,,,,,,,,,,,,,
"Barnaby Rudge [in, Master Humphrey's Clock. By Charles Dickens. With Illustrations by George Cattermole and Hablot Browne: Volumes II and III]",1841,"Dickens, Charles, 1812_1870",,,,,,,,,,,,,,,,,,,,,
Bleak House. By Charles Dickens. With Illustrations by H. K. Browne,1853,"Dickens, Charles, 1812_1870",,,,,,,,,,,,,,,,,,,,,
The Personal History of David Copperfield. By Charles Dickens. With Illustrations by H. K. Browne,[1850],"Dickens, Charles, 1812_1870",,,,,,,,,,,,,,,,,,,,,
Dombey and Son. By Charles Dickens. With Illustrations by H. K. Browne,1848,"Dickens, Charles, 1812_1870",,,,,,,,,,,,,,,,,,,,,
Great Expectations: By Charles Dickens: In Three Volumes,1861,"Dickens, Charles, 1812_1870",,,,,,,,,,,,,,,,,,,,,
Hard Times. For These Times. By Charles Dickens,1854,"Dickens, Charles, 1812_1870",,,,,,,,,,,,,,,,,,,,,
Little Dorrit. By Charles Dickens. With Illustrations by H. K. Browne,1857,"Dickens, Charles, 1812_1870",,,,,,,,,,,,,,,,,,,,,
The Life and Adventures of Nicholas Nickleby. By Charles Dickens. With Illustrations by Phiz,[1839],"Dickens, Charles, 1812_1870",,,,,,,,,,,,,,,,,,,,,
"Oliver Twist; or, The Parish Boy's Progress. By ""Boz"". In Three Volumes",1838,"Dickens, Charles, 1812_1870",,,,,,,,,,,,,,,,,,,,,
Our Mutual Friend. By Charles Dickens. With Illustrations by Marcus Stone. In Two Volumes,1865,"Dickens, Charles, 1812_1870",,,,,,,,,,,,,,,,,,,,,
"The Posthumous Papers of the Pickwick Club. By Charles Dickens. With Forty-three Illustrations, by R. Seymour and Phiz",1837,"Dickens, Charles, 1812_1870",,,,,,,,,,,,,,,,,,,,,
The Mystery of Edwin Drood. By Charles Dickens. With Twelve Illustrations by S. L. Fildes. And a Portrait,1870,"Dickens, Charles, 1812_1870",,,,,,,,,,,,,,,,,,,,,
"The Old Curiosity Shop [in, Master Humphrey's Clock. By Charles Dickens. With Illustrations by George Cattermole and Hablot Browne: Volumes I and II]",1841,"Dickens, Charles, 1812_1870",,,,,,,,,,,,,,,,,,,,,
The Life and Adventures of Martin Chuzzlewit. By Charles Dickens. With Illustrations by Phiz,1844,"Dickens, Charles, 1812_1870",,,,,,,,,,,,,,,,,,,,,
Coningsby; or The New Generation. By B. Disraeli ... In Three Vols,1844,"Disraeli, Benjamin, Earl of Beaconsfield, 1804_1881",,,,,,,,,,,,,,,,,,,,,
"Sybil; or, The Two Nations. By B. Disraeli",1845,"Disraeli, Benjamin, Earl of Beaconsfield, 1804_1881",,,,,,,,,,,,,,,,,,,,,
"Tancred: or, The New Crusade. By B. Disraeli",1847,"Disraeli, Benjamin, Earl of Beaconsfield, 1804_1881",,,,,,,,,,,,,,,,,,,,,
Felix Holt: The Radical: By George Eliot ... In Three Volumes,1866,"Eliot, George, 1819_1880",,,,,,,,,,,,,,,,,,,,,
The Mill on the Floss: By George Eliot ... In Three Volumes,1860,"Eliot, George, 1819_1880",,,,,,,,,,,,,,,,,,,,,
Scenes of Clerical Life: By George Eliot: In Two Volumes,1858,"Eliot, George, 1819_1880",,,,,,,,,,,,,,,,,,,,,
Silas Marner: the Weaver of Raveloe: By George Eliot,1861,"Eliot, George, 1819_1880",,,,,,,,,,,,,,,,,,,,,
Adam Bede: By George Eliot ... In Three Volumes,1859,"Eliot, George, 1819_1880",,,,,,,,,,,,,,,,,,,,,
Daniel Deronda: By George Eliot,1876,"Eliot, George, 1819_1880",,,,,,,,,,,,,,,,,,,,,
Romola. By George Eliot ... In Three Volumes,1863,"Eliot, George, 1819_1880",,,,,,,,,,,,,,,,,,,,,
"Middlemarch: A Study of Provincial Life: By George Eliot: New Edition_,1872""","Eliot, George, 1819_1880",,,,,,,,,,,,,,,,,,,,,,
"Eric: or, Little by Little: A Tale of Roslyn School. By Frederic W. Farrar",1858,"Farrar, Frederic William, 1831_1903",,,,,,,,,,,,,,,,,,,,,
